665,0,0,1,1,1,1,1,1,
666,0,0,1,1,1,1,1,0,
667,1,1,1,0,0,0,1,1,
668,1,0,1,0,1,1,0,0,
669,0,1,1,1,0,0,1,1,
670,1,1,0,0,1,1,0,0,
671,1,0,1,0,1,0,0,1,
672,0,1,1,0,1,1,1,1,
673,0,1,1,0,0,1,1,1,
674,0,1,0,1,0,0,0,1,
675,1,0,1,0,1,1,1,1,
676,1,1,1,1,1,1,0,1,
677,0,1,1,0,0,1,1,0,
678,0,1,1,1,1,1,1,1,
679,1,1,1,1,1,1,1,1,
680,1,1,0,1,0,1,0,0,
681,1,0,1,0,1,1,1,1,
682,1,0,1,1,1,1,0,1,
683,1,1,1,1,0,1,1,0,
684,1,0,0,0,1,1,1,1,
685,0,0,1,0,0,1,1,0,
686,0,1,1,1,0,0,1,1,
687,1,1,1,0,0,1,1,0,
688,1,1,0,0,0,1,1,1,
689,1,1,1,1,0,1,0,1,
690,0,1,0,1,1,1,0,1,
691,1,1,1,0,1,1,1,1,
692,1,0,0,0,1,1,0,1,
693,0,0,0,1,1,1,1,1,
694,1,1,1,1,1,1,1,1,
695,1,0,0,1,0,1,1,1,
696,1,1,1,0,1,1,1,0,
697,1,1,1,1,1,1,1,0,
698,1,1,0,1,0,1,1,1,
699,1,1,0,1,1,1,0,0,
700,1,0,1,1,0,1,1,1,
701,0,1,0,1,0,1,1,1,
702,1,0,1,0,1,1,1,1,
703,0,1,1,1,0,0,1,1,
704,1,1,0,0,0,0,1,0,
705,1,1,0,1,1,1,1,1,
706,1,1,1,1,1,0,0,1,
707,1,0,1,1,0,1,1,0,
708,1,0,1,1,1,1,1,1,
709,1,1,1,1,0,1,1,1,
710,1,1,1,0,0,1,1,1,
711,1,0,1,0,1,1,0,1,
712,1,0,0,1,1,1,1,1,
713,1,1,1,1,1,0,1,1,
714,1,1,1,0,1,1,1,1,
715,1,0,1,1,1,1,0,0,
716,1,0,1,1,0,0,1,0,
717,0,1,0,1,0,1,1,1,
718,0,1,0,1,0,1,1,1,
719,1,1,1,1,1,0,1,0,
720,0,1,1,0,0,1,0,0,
721,0,0,1,0,1,0,1,0,
722,1,1,1,1,1,1,0,1,
723,1,1,0,1,1,0,1,1,
724,0,1,1,1,1,1,0,1,
725,1,0,1,0,0,1,1,1,
726,1,1,0,1,0,1,1,1,
727,0,1,1,1,0,1,1,0,
728,1,1,1,1,1,0,1,1,
729,1,0,1,0,1,0,0,0,
730,1,1,1,1,1,0,1,0,
731,1,1,0,1,1,0,0,0,
732,1,1,1,0,1,1,1,1,
733,1,1,1,1,1,1,1,1,
734,1,1,0,1,1,1,0,1,
735,1,1,0,0,0,0,0,1,
736,1,0,0,1,0,1,0,0,
737,0,1,1,1,0,1,0,1,
738,0,0,1,1,1,1,1,1,
739,1,1,1,1,0,1,0,1,
740,1,1,1,1,0,1,0,1,
741,1,1,1,1,0,1,1,0,
742,1,1,0,1,0,1,0,1,
743,1,0,1,1,1,0,0,1,
744,0,0,1,0,1,0,1,0,
745,1,1,1,1,0,0,0,1,
746,1,0,1,1,1,1,1,1,
747,1,1,1,1,0,0,1,1,
748,1,1,1,1,0,0,0,1,
749,1,0,1,1,1,1,1,1,
750,1,1,0,0,1,1,0,0,
751,1,1,1,0,1,1,0,1,
752,1,0,1,1,1,1,0,0,
753,0,1,1,0,1,1,1,1,
754,1,0,0,1,1,0,0,1,
755,1,1,0,1,1,0,1,0,
756,1,1,1,1,0,1,1,1,
757,1,0,1,1,1,0,1,1,
758,1,1,1,1,1,0,1,1,
759,1,0,1,0,1,0,1,1,
760,1,0,1,1,1,1,1,0,
761,1,1,1,1,0,1,0,1,
762,0,1,0,1,1,1,1,0,
763,1,1,1,1,1,1,1,0,
764,1,1,0,1,0,1,1,1,
765,1,1,0,1,1,1,1,0,
766,0,1,1,1,1,1,1,0,
767,0,0,1,0,0,1,1,1,
768,1,1,1,0,0,1,1,1,
769,0,1,1,0,1,1,0,0,
770,1,1,1,1,0,0,0,1,
771,1,1,1,1,1,0,1,0,
772,1,0,1,1,0,1,1,1,
773,1,1,0,0,1,0,0,1,
774,1,1,1,1,0,0,0,0,
775,1,1,1,1,1,0,1,0,
776,1,1,1,0,1,1,0,1,
777,0,1,0,1,1,1,0,0,
778,0,1,1,1,0,1,1,1,
779,1,1,0,0,0,1,0,1,
780,1,1,1,1,1,1,1,1,
781,1,0,0,1,1,1,1,1,
782,1,1,1,1,1,1,1,0,
783,0,1,0,1,0,1,1,1,
784,1,1,0,0,0,1,1,1,
785,0,1,1,1,1,0,0,1,
786,1,1,0,1,1,0,1,1,
787,1,1,1,0,0,1,1,1,
788,0,1,1,1,0,0,1,0,
789,1,1,1,1,1,1,1,1,
790,1,1,0,1,1,0,1,1,
791,1,1,1,1,1,1,1,0,
792,0,1,1,1,1,1,1,0,
793,1,0,1,1,1,1,0,1,
794,0,1,1,0,0,0,1,0,
795,1,1,1,0,1,1,1,0,
796,0,1,1,1,1,1,1,1,
797,0,1,0,1,1,1,1,1,
798,1,1,1,1,0,1,0,0,
799,1,0,1,1,0,1,1,1,
800,0,1,0,0,1,1,1,1,
801,0,0,1,0,0,1,1,1,
802,1,1,1,0,1,0,0,0,
803,1,1,1,0,1,1,1,0,
804,1,0,0,1,0,1,1,1,
805,0,0,1,1,1,0,0,0,
806,1,0,1,1,0,0,1,1,
807,1,0,1,1,0,1,1,0,
808,0,1,1,1,0,0,1,1,
809,1,1,1,1,1,1,1,1,
810,1,1,0,0,1,1,1,0,
811,1,1,0,1,1,1,0,1,
812,0,0,1,1,1,0,1,1,
813,0,1,0,1,0,0,0,1,
814,1,0,1,1,1,1,0,1,
815,1,1,0,1,1,1,1,1,
816,1,1,1,1,1,1,1,1,
817,0,1,0,1,0,1,1,0,
818,0,0,0,1,1,1,1,1,
819,1,0,1,0,1,1,1,1,
820,1,1,1,1,1,1,1,1,
821,1,1,0,1,1,1,1,1,
822,1,0,1,1,1,1,1,0,
823,1,0,0,1,1,1,1,1,
824,0,1,1,1,1,0,1,1,
825,1,1,1,1,1,1,1,1,
826,0,1,0,0,0,1,1,1,
827,0,1,0,1,1,1,1,1,
828,0,1,1,1,1,1,0,1,
829,1,0,0,1,1,1,0,1,
830,1,1,1,1,1,0,1,0,
831,0,1,1,1,1,1,0,0,
832,1,1,1,1,1,1,1,1,
833,1,1,1,1,0,0,1,0,
834,1,0,0,1,0,1,1,0,
835,1,1,1,1,1,0,1,1,
836,0,1,1,1,1,1,1,1,
837,1,0,1,0,1,1,0,1,
838,1,1,0,0,1,1,1,0,
839,0,0,1,1,0,0,1,1,
840,0,0,1,1,1,1,1,0,
841,1,1,0,0,1,1,0,1,
842,0,0,1,1,1,0,1,1,
843,1,1,1,1,0,1,1,1,
844,1,1,1,0,1,1,1,1,
845,1,1,1,0,1,0,0,1,
846,1,1,1,1,1,0,1,1,
847,1,0,1,1,1,1,0,1,
848,0,0,1,1,1,1,1,1,
849,1,1,1,0,1,0,1,0,
850,0,0,1,1,1,0,1,1,
851,0,0,1,1,0,0,0,1,
852,0,1,1,1,1,0,0,0,
853,1,1,1,1,1,0,1,1,
854,1,1,1,1,1,1,1,0,
855,1,1,1,1,1,0,1,1,
856,1,0,1,1,1,0,1,1,
857,1,1,1,0,0,1,1,1,
858,1,1,1,1,1,1,1,1,
859,0,1,1,1,1,1,0,0,
860,0,1,0,1,1,1,0,0,
861,0,1,1,1,1,1,1,1,
862,1,0,1,1,1,1,0,1,
863,1,1,1,0,1,1,1,1,
864,1,1,1,1,0,0,1,1,
865,1,1,1,0,0,1,1,0,
866,0,1,1,1,1,1,1,1,
867,0,1,1,1,1,1,0,1,
868,1,1,0,1,0,1,1,1,
