665,0,1,1,1,1,1,1,1,
666,1,0,0,1,1,1,1,0,
667,1,0,1,1,1,1,1,1,
668,0,0,1,1,1,1,1,1,
669,1,1,1,1,0,1,1,0,
670,0,1,0,0,1,1,0,1,
671,0,1,0,0,1,1,0,1,
672,1,1,0,1,1,1,1,1,
673,1,1,0,1,1,0,1,1,
674,0,1,0,1,1,0,0,1,
675,1,1,1,1,1,1,0,0,
676,1,1,0,1,1,1,0,1,
677,1,1,1,0,1,1,1,1,
678,1,0,1,1,1,1,1,1,
679,0,1,1,0,1,1,1,1,
680,1,1,0,0,1,1,1,1,
681,1,0,1,1,0,1,1,1,
682,0,0,1,1,0,1,1,1,
683,1,1,0,1,1,1,1,0,
684,1,1,1,0,1,1,1,0,
685,1,1,0,1,1,1,1,1,
686,1,0,1,1,1,1,0,1,
687,1,1,1,0,1,1,0,0,
688,0,1,1,1,1,1,1,0,
689,1,0,1,0,0,1,1,1,
690,1,1,0,1,1,0,0,1,
691,1,1,0,1,1,1,0,1,
692,1,0,1,1,1,1,1,1,
693,1,1,1,0,1,1,0,1,
694,0,1,0,1,1,0,0,0,
695,1,1,0,0,1,1,0,0,
696,1,1,1,1,1,0,1,1,
697,0,1,1,1,1,1,1,1,
698,0,0,0,1,1,1,1,1,
699,1,1,1,0,0,1,1,1,
700,1,1,1,0,1,1,1,1,
701,0,1,1,1,0,1,1,0,
702,1,1,1,1,0,1,0,1,
703,1,1,1,0,1,1,1,1,
704,1,1,1,1,1,1,1,1,
705,1,0,1,1,0,1,1,1,
706,1,0,1,1,1,1,1,0,
707,0,1,1,1,0,1,1,1,
708,1,1,0,1,0,1,1,1,
709,1,1,1,0,1,0,0,1,
710,1,1,0,1,1,1,0,1,
711,1,0,0,1,1,0,1,0,
712,0,0,1,1,1,1,1,1,
713,0,0,1,1,1,1,1,1,
714,1,0,0,1,1,0,1,1,
715,1,1,1,0,0,0,1,0,
716,0,1,1,0,0,1,0,0,
717,1,1,1,0,0,0,1,1,
718,1,1,1,0,0,1,1,1,
719,1,1,0,0,1,1,0,1,
720,1,1,1,1,1,1,1,1,
721,1,0,1,0,1,1,1,1,
722,1,1,1,0,0,0,1,1,
723,1,0,1,1,0,1,1,1,
724,1,1,1,1,0,1,1,1,
725,0,1,1,1,1,1,1,0,
726,1,1,1,1,1,1,1,1,
727,1,1,1,1,1,1,1,1,
728,1,1,1,0,1,1,1,1,
729,1,1,1,1,1,1,0,1,
730,1,0,1,1,1,1,1,1,
731,0,0,1,1,1,1,1,1,
732,0,0,1,0,1,1,1,1,
733,0,1,1,1,1,1,1,0,
734,0,0,1,0,1,1,0,1,
735,0,1,0,1,1,0,1,0,
736,1,1,0,1,0,0,1,0,
737,1,1,1,1,1,1,1,1,
738,1,1,1,0,1,1,1,1,
739,0,1,1,1,1,0,1,0,
740,1,1,1,1,1,1,1,1,
741,1,1,1,1,1,0,0,1,
742,1,1,0,0,1,1,1,0,
743,1,1,1,1,1,1,1,1,
744,0,1,1,1,1,1,1,1,
745,0,1,0,1,0,1,1,0,
746,1,1,1,1,1,1,1,0,
747,1,1,1,1,1,1,0,1,
748,0,0,1,0,1,1,1,1,
749,1,0,1,0,1,0,1,0,
750,0,1,1,1,1,0,1,1,
751,1,0,1,1,0,1,1,1,
752,1,0,1,1,0,1,0,1,
753,1,1,0,1,1,1,1,0,
754,1,1,0,1,0,1,0,1,
755,1,1,1,0,1,1,1,1,
756,1,1,1,1,1,1,1,1,
757,1,1,1,0,1,1,1,1,
758,1,0,0,1,1,0,1,1,
759,1,1,0,1,0,1,1,1,
760,1,1,1,0,1,0,1,0,
761,1,1,1,1,0,0,1,1,
762,0,1,1,1,0,1,1,1,
763,0,1,1,1,1,0,0,1,
764,1,1,1,1,1,1,1,1,
765,0,1,1,0,0,0,1,0,
766,1,1,1,1,1,0,1,1,
767,1,1,1,1,1,0,1,0,
768,1,1,1,0,1,1,1,0,
769,1,0,1,0,1,0,1,1,
770,0,0,0,0,0,0,1,1,
771,0,0,0,0,0,1,1,1,
772,1,1,1,1,1,0,1,0,
773,0,0,0,0,0,1,1,1,
774,1,1,0,1,1,0,0,1,
775,0,1,0,1,1,1,0,1,
776,1,1,0,1,1,1,1,0,
777,1,0,1,1,1,1,1,1,
778,1,1,1,0,1,1,1,0,
779,1,1,1,1,1,0,0,0,
780,1,0,0,0,1,1,1,0,
781,0,0,0,0,0,0,0,0,
782,1,0,1,1,1,1,1,1,
783,0,0,0,1,1,1,1,1,
784,1,1,0,0,0,1,1,1,
785,1,1,1,1,0,1,1,1,
